capture_id,research_date,role,side,detect_ts_ns,obi_at_detection,obi_bin,remaining_ms
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785313729200000000,0.8059548321660942,6,1718800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785313756200000000,-0.6180247336145536,2,1691800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785313763200000000,-0.7050494338709811,4,1684800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785313774200000000,0.6060504068710492,2,1673800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785313794200000000,0.8804920907207876,7,1653800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785313795200000000,0.9211523827467651,8,1652800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785313847200000000,0.7188612004517098,4,1600800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785313952200000000,0.6127717348581292,2,1495800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785313985200000000,-0.5420628876877563,0,1462800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785313989200000000,-0.8341969021899779,6,1458800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785313990200000000,-0.7647058977427966,5,1457800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314108200000000,0.9317773763777819,8,1339800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314245200000000,0.7034529531808319,4,1202800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314306200000000,-0.7538940879976532,5,1141800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314323200000000,-0.6448337881825575,2,1124800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314337200000000,0.7685421781297089,5,1110800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314385200000000,-0.6493688734246468,2,1062800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314502200000000,-0.7497005948161727,4,945800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314504200000000,-0.7322448911957444,4,943800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314505200000000,-0.6235476311325521,2,942800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314547200000000,-0.9476472411877648,8,900800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314583200000000,-0.9736157943152146,9,864800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314586200000000,-0.9005456255153825,8,861800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314592200000000,-0.9012530822270249,8,855800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314663200000000,0.5682684831721082,1,784800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314673200000000,0.5127334264071507,0,774800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314690200000000,0.8132621949970994,6,757800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314691200000000,0.8053767486648901,6,756800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314696200000000,0.5630126800197719,1,751800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314742200000000,0.8198787052208611,6,705800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314743200000000,0.8254738955637679,6,704800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314825200000000,0.7590042356629721,5,622800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314826200000000,0.8576480994132714,7,621800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314832200000000,0.8785578725662,7,615800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314914200000000,0.7376839549245413,4,533800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314921200000000,0.6737892466814442,3,526800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314980200000000,0.9027522913447851,8,467800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314990200000000,0.6249050712864379,2,457800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314991200000000,0.9128474829571882,8,456800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315037200000000,-0.9559301312380363,9,410800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315108200000000,0.9438596499698745,8,339800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315109200000000,0.7336152249977125,4,338800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315114200000000,0.6482861506730645,2,333800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315177200000000,0.8496503502994794,6,270800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315183200000000,0.9290465612588539,8,264800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315184200000000,0.944382644454054,8,263800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315195200000000,0.6993464102800384,3,252800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315234200000000,-0.8072646507012071,6,213800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315261200000000,-0.5777777933033433,1,186800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315267200000000,-0.7210580736444612,4,180800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315400200000000,0.7057313760040264,4,47800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315401200000000,0.8021977928813853,6,46800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315402200000000,0.790163929778932,5,45800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315403200000000,0.8644656838772289,7,44800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315410200000000,0.6051990294277292,2,37800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315422200000000,0.6285390570182207,2,25800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315434200000000,0.8642857197969228,7,13800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315439200000000,0.8045313269629218,6,8800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315445200000000,0.9335863391423919,8,2800
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,-1,1785369364500000000,-0.7534246404153333,5,1724800
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,-1,1785369410500000000,-0.8183177653409812,6,1678800
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,1,1785369506500000000,0.7438118882779224,4,1582800
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,-1,1785372754600000000,-0.8843503982146719,7,135800
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,1,1785375224800000000,0.9646699867701056,9,1267700
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,1,1785375553800000000,0.8759689932837947,7,938700
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,-1,1785375832800000000,-0.5763313650425358,1,659700
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,-1,1785375998800000000,-0.8657117275984525,7,493700
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785378392600000000,-0.7383403963785715,4,1701800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785378398600000000,-0.6990185589845206,3,1695800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379089600000000,0.5381882615297454,0,1004800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379108600000000,0.9270113339878766,8,985800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379138600000000,0.5678160945173454,1,955800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379171600000000,0.8586698301238445,7,922800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379483600000000,0.8442622967012748,6,610800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785379641600000000,-0.8247995155595708,6,452800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785379644600000000,-0.9461794034755004,8,449800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785380076600000000,-0.9107835541563821,8,17800
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785380635400000000,0.7738336707546637,5,1259900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381039400000000,-0.8290713365040344,6,855900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381469400000000,-0.8055372417817045,6,425900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381732400000000,0.8748913985181442,7,162900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381776400000000,0.7033073938429738,4,118900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381805400000000,-0.9182320463223314,8,89900
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785382096400000000,0.5817490322082273,1,1599800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785382842400000000,0.7432531078711849,4,853800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785382962400000000,-0.8460793796292133,6,733800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785382967400000000,-0.8536197309619873,7,728800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383071400000000,-0.7413394939230517,4,624800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383074400000000,-0.6805194928072965,3,621800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383154400000000,-0.5914948561045164,1,541800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383503400000000,-0.6471754017567818,2,192800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383682400000000,-0.905668182469738,8,13800
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383687400000000,-0.7140746268757123,4,8800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713684000000000,0.6189662852375906,2,1706800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713700000000000,0.5381356073868626,0,1690800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713708000000000,0.7409539634082846,4,1682800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713709000000000,0.7355235996592085,4,1681800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713710000000000,0.7886530831073013,5,1680800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713722000000000,-0.8745743980226509,7,1668800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713729000000000,-0.718026194729157,4,1661800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713812000000000,0.6793650819356254,3,1578800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713813000000000,0.5177065801484458,0,1577800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713905000000000,-0.5116278924454867,0,1485800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713948000000000,0.8832786778464193,7,1442800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713949000000000,0.9293113894178797,8,1441800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713950000000000,0.926918385032835,8,1440800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713951000000000,0.8323881382198938,6,1439800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713952000000000,0.694809277901421,3,1438800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714213000000000,0.7303556625586685,4,1177800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714297000000000,-0.9872912217872896,9,1093800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714458000000000,-0.6500994111849789,3,932800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714476000000000,-0.5207373229439854,0,914800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714542000000000,0.7405597335629309,4,848800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714648000000000,0.602529310944183,2,742800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714696000000000,-0.9390613162603736,8,694800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714697000000000,-0.9430415764815977,8,693800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714799000000000,-0.6801801733684331,3,591800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714831000000000,-0.5912806712719162,1,559800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714840000000000,-0.9916156810067123,9,550800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714900000000000,0.6598360713402017,3,490800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714953000000000,0.5785837829831718,1,437800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714954000000000,0.6941650060024674,3,436800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714955000000000,0.8836689118072871,7,435800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714956000000000,0.5797235107423023,1,434800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714961000000000,0.5584905799597536,1,429800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714976000000000,0.7566765713375618,5,414800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714993000000000,0.5395284193123308,0,397800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715026000000000,0.913669062568214,8,364800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715027000000000,0.7912317347396133,5,363800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715031000000000,0.7943444698852558,5,359800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715032000000000,0.6951934448827441,3,358800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715035000000000,0.6660550459529809,3,355800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715122000000000,0.6076190494823841,2,268800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785715487900000000,-0.551020414769399,1,1703800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785715512900000000,-0.9871571532862679,9,1678800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716654900000000,-0.971719528570909,9,536800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716676900000000,-0.7853658554027692,5,514800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716792900000000,-0.8557979351837933,7,398800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716793900000000,-0.7841726543331017,5,397800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716794900000000,-0.8664345535651944,7,396800
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716948900000000,-0.5623529437119749,1,242800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785720896600000000,0.8355879281717965,6,1697800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785720992600000000,0.8030634561936043,6,1601800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785721113600000000,0.6972165545679506,3,1480800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785721280600000000,0.800000002676325,6,1313800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785721428600000000,0.6202974595001916,2,1165800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785721522600000000,-0.8954764982149984,7,1071800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785721569600000000,-0.5844748709656876,1,1024800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785721738600000000,-0.8571428665302113,7,855800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785721829600000000,0.6998557136244057,3,764800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785722051600000000,-0.9099099099062261,8,542800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785722093600000000,-0.9144558723831183,8,500800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785722097600000000,-0.5712418450111886,1,496800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785722119600000000,0.7502124120604189,5,474800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785722130600000000,0.8852867848524332,7,463800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785722235600000000,-0.9073640426078294,8,358800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785722236600000000,-0.7746055634857231,5,357800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785722423600000000,0.6319350588830809,2,170800
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785722540600000000,-0.8954041230905581,7,53800
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785722621500000000,0.6504201787930758,3,1773900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785722717500000000,0.7777777784345864,5,1677900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785722921500000000,-0.7416666733723599,4,1473900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785723008500000000,-0.7459379719842164,4,1386900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785723132500000000,-0.8949797998175123,7,1262900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785723133500000000,-0.6556016742311719,3,1261900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723238500000000,0.883191847395374,7,1156900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723328500000000,0.8998384461649727,7,1066900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723352500000000,0.6958637458312117,3,1042900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723366500000000,0.9211309457525466,8,1028900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723369500000000,0.8936170243553097,7,1025900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723405500000000,0.8292443600909798,6,989900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723422500000000,0.7314897436871395,4,972900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723494500000000,0.7562533149350121,5,900900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723511500000000,0.7567917273699304,5,883900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723548500000000,0.6602052788014976,3,846900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723556500000000,0.8047595901330238,6,838900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723620500000000,0.8767967221705297,7,774900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723673500000000,0.7849056557852437,5,721900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785723750500000000,-0.842876169254382,6,644900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785723819500000000,-0.5273775185495055,0,575900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,-1,1785723836500000000,-0.8529707938282234,7,558900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723942500000000,0.8342189148360414,6,452900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723943500000000,0.922793478900199,8,451900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723944500000000,0.9299567016458589,8,450900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723949500000000,0.8895468591616053,7,445900
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,1,1785723958500000000,0.8202247232147643,6,436900
