pair_id,research_date,role,side,reversal_capture_id,reversal_detect_ts_ns,reversal_obi,reversal_remaining_ms,control_capture_id,control_detect_ts_ns,control_obi,control_remaining_ms,same_capture,absolute_obi_difference
pair_000000,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785313682700000000,0.7898043062195618,1765300,2026-07-29_0540d8311fc2,1785315402200000000,0.790163929778932,45800,True,0.0003596235593702479
pair_000001,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785313769100000000,0.5897436012931947,1678900,2026-07-29_0540d8311fc2,1785314663200000000,0.5682684831721082,784800,True,0.02147511812108649
pair_000002,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785313779300000000,-0.649572655538053,1668700,2026-07-29_0540d8311fc2,1785314385200000000,-0.6493688734246468,1062800,True,0.00020378211340621455
pair_000003,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785313780800000000,0.6150845122219769,1667200,2026-07-29_0540d8311fc2,1785313952200000000,0.6127717348581292,1495800,True,0.002312777363847718
pair_000004,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785313874400000000,-0.9077776583841084,1573600,2026-07-29_0540d8311fc2,1785314592200000000,-0.9012530822270249,855800,True,0.0065245761570834615
pair_000005,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785313894300000000,0.8718662953624341,1553700,2026-07-29_0540d8311fc2,1785314832200000000,0.8785578725662,615800,True,0.006691577203765897
pair_000006,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785313899000000000,-0.7413937959705487,1549000,2026-07-29_0540d8311fc2,1785314502200000000,-0.7497005948161727,945800,True,0.00830679884562402
pair_000007,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785313903400000000,0.6430155134886403,1544600,2026-07-29_0540d8311fc2,1785315114200000000,0.6482861506730645,333800,True,0.005270637184424221
pair_000008,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785313963800000000,-0.8484349157603056,1484200,2026-07-29_0540d8311fc2,1785313989200000000,-0.8341969021899779,1458800,True,0.014238013570327723
pair_000009,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314008900000000,0.6345601920828713,1439100,2026-07-29_0540d8311fc2,1785315422200000000,0.6285390570182207,25800,True,0.006021135064650629
pair_000010,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314013700000000,-0.7973094109729544,1434300,2026-07-29_0540d8311fc2,1785313990200000000,-0.7647058977427966,1457800,True,0.032603513230157755
pair_000011,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314051000000000,0.6913494977111914,1397000,2026-07-29_0540d8311fc2,1785315195200000000,0.6993464102800384,252800,True,0.007996912568847048
pair_000012,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314053900000000,-0.5192033969353587,1394100,2026-07-29_0540d8311fc2,1785313985200000000,-0.5420628876877563,1462800,True,0.022859490752397682
pair_000013,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314063300000000,0.8820608316246061,1384700,2026-07-29_0540d8311fc2,1785313794200000000,0.8804920907207876,1653800,True,0.001568740903818533
pair_000014,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314068000000000,-0.5742725783352562,1380000,2026-07-29_0540d8311fc2,1785315261200000000,-0.5777777933033433,186800,True,0.003505214968087089
pair_000015,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314069800000000,0.7161885110457367,1378200,2026-07-29_0540d8311fc2,1785313847200000000,0.7188612004517098,1600800,True,0.0026726894059730943
pair_000016,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314073300000000,-0.933615076439446,1374700,2026-07-29_0540d8311fc2,1785314547200000000,-0.9476472411877648,900800,True,0.01403216474831881
pair_000017,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314089400000000,0.7247801433964908,1358600,2026-07-29_0540d8311fc2,1785315109200000000,0.7336152249977125,338800,True,0.008835081601221706
pair_000018,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314094700000000,0.8804257182291523,1353300,2026-07-29_0540d8311fc2,1785315403200000000,0.8644656838772289,44800,True,0.01596003435192339
pair_000019,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314116900000000,-0.7757909228957253,1331100,2026-07-29_0540d8311fc2,1785314306200000000,-0.7538940879976532,1141800,True,0.021896834898072037
pair_000020,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314130600000000,0.7965821427861447,1317400,2026-07-29_0540d8311fc2,1785314337200000000,0.7685421781297089,1110800,True,0.028039964656435767
pair_000021,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314135300000000,-0.8126829280301775,1312700,2026-07-29_0540d8311fc2,1785315234200000000,-0.8072646507012071,213800,True,0.005418277328970378
pair_000022,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314156000000000,0.6192307731914907,1292000,2026-07-29_0540d8311fc2,1785314990200000000,0.6249050712864379,457800,True,0.005674298094947239
pair_000023,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314179800000000,0.551912591008996,1268200,2026-07-29_0540d8311fc2,1785314696200000000,0.5630126800197719,751800,True,0.01110008901077586
pair_000024,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314223400000000,0.6827133573123111,1224600,2026-07-29_0540d8311fc2,1785314921200000000,0.6737892466814442,526800,True,0.008924110630866844
pair_000025,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314328800000000,0.8210712085666513,1119200,2026-07-29_0540d8311fc2,1785314742200000000,0.8198787052208611,705800,True,0.0011925033457901302
pair_000026,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314369300000000,-0.748892179120649,1078700,2026-07-29_0540d8311fc2,1785314504200000000,-0.7322448911957444,943800,True,0.016647287924904552
pair_000027,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314392300000000,0.8721437775883355,1055700,2026-07-29_0540d8311fc2,1785315434200000000,0.8642857197969228,13800,True,0.007858057791412687
pair_000028,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314404800000000,0.888443008929701,1043200,2026-07-29_0540d8311fc2,1785314826200000000,0.8576480994132714,621800,True,0.030794909516429603
pair_000029,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314515700000000,0.7686939053903271,932300,2026-07-29_0540d8311fc2,1785314825200000000,0.7590042356629721,622800,True,0.009689669727354966
pair_000030,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314615300000000,-0.9849398801286481,832700,2026-07-29_0540d8311fc2,1785314583200000000,-0.9736157943152146,864800,True,0.011324085813433471
pair_000031,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314679200000000,-0.7205882318164583,768800,2026-07-29_0540d8311fc2,1785315267200000000,-0.7210580736444612,180800,True,0.00046984182800291485
pair_000032,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314683400000000,0.8275183372007797,764600,2026-07-29_0540d8311fc2,1785314743200000000,0.8254738955637679,704800,True,0.0020444416370117846
pair_000033,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314708100000000,0.7298578141416464,739900,2026-07-29_0540d8311fc2,1785314914200000000,0.7376839549245413,533800,True,0.007826140782894897
pair_000034,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314737100000000,0.8316326639810643,710900,2026-07-29_0540d8311fc2,1785315177200000000,0.8496503502994794,270800,True,0.01801768631841516
pair_000035,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314753100000000,-0.9813945128711633,694900,2026-07-29_0540d8311fc2,1785315037200000000,-0.9559301312380363,410800,True,0.02546438163312703
pair_000036,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314771400000000,0.8424326241630263,676600,2026-07-29_0540d8311fc2,1785314690200000000,0.8132621949970994,757800,True,0.029170429165926937
pair_000037,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314808100000000,0.9465677934235796,639900,2026-07-29_0540d8311fc2,1785315184200000000,0.944382644454054,263800,True,0.0021851489695255966
pair_000038,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314812600000000,-0.9069896269876704,635400,2026-07-29_0540d8311fc2,1785314586200000000,-0.9005456255153825,861800,True,0.0064440014722878525
pair_000039,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314816100000000,0.7277289800143414,631900,2026-07-29_0540d8311fc2,1785315400200000000,0.7057313760040264,47800,True,0.02199760401031503
pair_000040,2026-07-29,historical_normalization_calibration,-1,2026-07-29_0540d8311fc2,1785314869500000000,-0.7316293938608734,578500,2026-07-29_0540d8311fc2,1785313763200000000,-0.7050494338709811,1684800,True,0.026579959989892377
pair_000041,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785314934500000000,0.7430167703887268,513500,2026-07-29_0540d8311fc2,1785314245200000000,0.7034529531808319,1202800,True,0.039563817207894925
pair_000042,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785315024600000000,0.6361683652821567,423400,2026-07-29_0540d8311fc2,1785313774200000000,0.6060504068710492,1673800,True,0.030117958411107537
pair_000043,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785315142900000000,0.8151774857270373,305100,2026-07-29_0540d8311fc2,1785313729200000000,0.8059548321660942,1718800,True,0.009222653560943095
pair_000044,2026-07-29,historical_normalization_calibration,1,2026-07-29_0540d8311fc2,1785315363500000000,0.5418569043808878,84500,2026-07-29_0540d8311fc2,1785314673200000000,0.5127334264071507,774800,True,0.029123477973737155
pair_000045,2026-07-30,historical_method_development,-1,2026-07-30_2cc63928e27f,1785369357400000000,-0.6029159461485124,1731900,2026-07-30_47309d2a7046,1785383503400000000,-0.6471754017567818,192800,False,0.04425945560826938
pair_000046,2026-07-30,historical_method_development,1,2026-07-30_2cc63928e27f,1785369451000000000,0.7181818195781947,1638300,2026-07-30_2cc63928e27f,1785369506500000000,0.7438118882779224,1582800,True,0.025630068699727726
pair_000047,2026-07-30,historical_method_development,-1,2026-07-30_2cc63928e27f,1785369477600000000,-0.5759717356933842,1611700,2026-07-30_b19ed82d662d,1785375832800000000,-0.5763313650425358,659700,False,0.00035962934915156897
pair_000048,2026-07-30,historical_method_development,1,2026-07-30_2cc63928e27f,1785369485300000000,0.810823992161446,1604000,2026-07-30_c655ea10171f,1785379483600000000,0.8442622967012748,610800,False,0.03343830453982888
pair_000049,2026-07-30,historical_method_development,-1,2026-07-30_bd0fb3d8fa82,1785371543800000000,-0.5644859858666182,1346600,2026-07-30_47309d2a7046,1785383154400000000,-0.5914948561045164,541800,False,0.027008870237898108
pair_000050,2026-07-30,historical_method_development,1,2026-07-30_bd0fb3d8fa82,1785371678100000000,0.7603129315541921,1212300,2026-07-30_f91aa7f4acf1,1785380635400000000,0.7738336707546637,1259900,False,0.013520739200471588
pair_000051,2026-07-30,historical_method_development,-1,2026-07-30_bd0fb3d8fa82,1785372622800000000,-0.8574610281107865,267600,2026-07-30_bd0fb3d8fa82,1785372754600000000,-0.8843503982146719,135800,True,0.02688937010388537
pair_000052,2026-07-30,historical_method_development,-1,2026-07-30_bd0fb3d8fa82,1785372884200000000,-0.8196363616968751,6200,2026-07-30_2cc63928e27f,1785369410500000000,-0.8183177653409812,1678800,False,0.0013185963558939306
