attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
1,494,post_open_orders_l2_resync,1784010766.5984533,1784010766598453248,494,493,495,495,1784010766598633269,l2Book,1784010766271,True,0.75875,pass,,62700.0,62701.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,990,post_open_orders_l2_resync,1784010953.5709188,1784010953570918912,991,990,992,992,1784010953931104826,l2Book,1784010953690,True,0.7037499999999999,pass,,62751.0,62752.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1094,post_open_orders_l2_resync,1784010986.050572,1784010986050572032,1096,1094,1097,1097,1784010986346771356,l2Book,1784010986105,True,0.7124999999999999,pass,,62746.0,62747.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1112,post_open_orders_l2_resync,1784010990.8835726,1784010990883572480,1115,1113,1119,1119,1784010991239082760,l2Book,1784010990982,True,0.76,pass,,62739.0,62740.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1272,post_open_orders_l2_resync,1784011057.991576,1784011057991576064,1279,1278,1280,1280,1784011058124619533,l2Book,1784011057772,True,0.7525,pass,,62722.0,62723.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1280,post_open_orders_l2_resync,1784011061.0311387,1784011061031138560,1288,1286,1289,1289,1784011061321457339,l2Book,1784011061060,True,0.76125,pass,,62720.0,62721.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1289,post_open_orders_l2_resync,1784011064.3485317,1784011064348531712,1298,1295,1300,1300,1784011064578114523,l2Book,1784011064338,True,0.75125,pass,,62712.0,62713.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1291,post_open_orders_l2_resync,1784011064.9419906,1784011064941990656,1302,1300,1303,1303,1784011065121301597,l2Book,1784011064877,True,0.75125,pass,,62706.0,62707.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1305,post_open_orders_l2_resync,1784011070.7181804,1784011070718180352,1317,1316,1318,1318,1784011071196110756,l2Book,1784011070950,True,0.75875,pass,,62700.0,62701.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1322,post_open_orders_l2_resync,1784011079.1841516,1784011079184151552,1335,1334,1336,1336,1784011079405268874,l2Book,1784011079168,True,0.68125,pass,,62698.0,62699.0,requires_l2Book_observed_after_private_open_orders_before_reprice
