attempt,event_sequence,phase,source_channel,source_event_exchange_time_ms,side,limit_px,current_bid,current_ask,status,reason,touch_stability_ms,min_stable_ms,bbo_lookback_ms,recent_bbo_count,last_adverse_bbo_ms,elapsed_since_adverse_bbo_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,adverse_flow_ratio,adverse_flow_status,current_cross_risk,inference_scope
1,397,pre_open_orders_public_gate,trades,1784010727606,buy,62713.0,62713.0,62717.0,block,adverse_trade_pressure_with_recent_adverse_bbo,472,250,750,1,1784010727134,472,1,0,0,0,1,0,0,0,1,True,0.002,inf,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,494,pre_open_orders_public_gate,trades,1784010766070,buy,62704.0,62704.0,62705.0,pass,,336,250,750,1,,,0,0,1,0,0.99641,0.00359,0.00359,0.00359,0.99641,False,0,277.55153203342616,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,494,post_open_orders_pre_submit_gate,trades,1784010766070,buy,62700.0,62700.0,62701.0,pass,,336,250,750,1,,,0,0,1,0,0,0.57381,0.57381,0.57381,0,False,0.42619,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,990,pre_open_orders_public_gate,trades,1784010953293,buy,62753.0,62753.0,62754.0,pass,,685,250,750,2,,,0,0,2,0,0.18389,0.00114,0.00114,0.00114,0.18389,False,0,161.30701754385964,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,990,post_open_orders_pre_submit_gate,trades,1784010953293,buy,62751.0,62751.0,62752.0,pass,,685,250,750,2,,,0,0,2,0,0,0,0,0,0,False,0.18503,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1069,pre_open_orders_public_gate,trades,1784010980529,buy,62760.0,62760.0,62761.0,block,adverse_trade_pressure_with_recent_adverse_bbo,400,250,750,1,1784010980129,400,1,0,0,0,0.01611,0,0,0,0.01611,True,0.0009,inf,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1094,pre_open_orders_public_gate,trades,1784010985828,buy,62753.0,62753.0,62754.0,pass,,273,250,750,1,,,0,0,1,0,0.01837,0.01611,0.01611,0.01611,0.01837,False,0.00034,1.1402855369335816,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1094,post_open_orders_pre_submit_gate,trades,1784010985828,buy,62746.0,62746.0,62747.0,pass,,273,250,750,1,,,0,0,1,0,0,0,0,0,0,False,0.03482,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1112,pre_open_orders_public_gate,trades,1784010990576,buy,62746.0,62746.0,62747.0,pass,,684,250,750,2,,,0,0,2,0,0.0166,0.07968,0.07968,0.07968,0.0166,False,0.00083,0.20833333333333334,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1112,post_open_orders_pre_submit_gate,trades,1784010990576,buy,62739.0,62739.0,62740.0,pass,,684,250,750,2,,,0,0,2,0,0,0,0,0,0,False,0.09711,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
