attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,397,pre_open_orders_public_gate,1784010727606,62713.0,62717.0,750,1,1784010727134,472,1,0,0,0,down,block
1,494,pre_open_orders_public_gate,1784010766070,62704.0,62705.0,750,1,1784010765734,336,0,0,1,0,flat,pass
1,494,post_open_orders_pre_submit_gate,1784010766070,62700.0,62701.0,750,1,1784010765734,336,0,0,1,0,flat,pass
1,990,pre_open_orders_public_gate,1784010953293,62753.0,62754.0,750,2,1784010952608,685,0,0,2,0,flat,pass
1,990,post_open_orders_pre_submit_gate,1784010953293,62751.0,62752.0,750,2,1784010952608,685,0,0,2,0,flat,pass
1,1069,pre_open_orders_public_gate,1784010980529,62760.0,62761.0,750,1,1784010980129,400,1,0,0,0,down,block
1,1094,pre_open_orders_public_gate,1784010985828,62753.0,62754.0,750,1,1784010985555,273,0,0,1,0,flat,pass
1,1094,post_open_orders_pre_submit_gate,1784010985828,62746.0,62747.0,750,1,1784010985555,273,0,0,1,0,flat,pass
1,1112,pre_open_orders_public_gate,1784010990576,62746.0,62747.0,750,2,1784010989892,684,0,0,2,0,flat,pass
1,1112,post_open_orders_pre_submit_gate,1784010990576,62739.0,62740.0,750,2,1784010989892,684,0,0,2,0,flat,pass
1,1272,pre_open_orders_public_gate,1784011057435,62728.0,62729.0,750,1,1784011057163,272,1,0,0,0,down,pass
1,1272,post_open_orders_pre_submit_gate,1784011057435,62722.0,62723.0,750,1,1784011057163,272,1,0,0,0,down,pass
1,1280,pre_open_orders_public_gate,1784011060791,62722.0,62723.0,750,1,1784011060524,267,0,0,1,0,flat,pass
1,1280,post_open_orders_pre_submit_gate,1784011060791,62720.0,62721.0,750,1,1784011060524,267,0,0,1,0,flat,pass
1,1289,pre_open_orders_public_gate,1784011064147,62720.0,62721.0,750,1,1784011063809,338,0,0,1,0,flat,pass
1,1289,post_open_orders_pre_submit_gate,1784011064147,62712.0,62713.0,750,1,1784011063809,338,0,0,1,0,flat,pass
1,1291,pre_open_orders_public_gate,1784011064616,62712.0,62713.0,750,1,1784011064338,278,1,0,0,0,down,pass
1,1291,post_open_orders_pre_submit_gate,1784011064616,62706.0,62707.0,750,1,1784011064338,278,1,0,0,0,down,pass
1,1305,pre_open_orders_public_gate,1784011070498,62701.0,62702.0,750,2,1784011069810,688,1,0,1,0,flat,pass
1,1305,post_open_orders_pre_submit_gate,1784011070498,62700.0,62701.0,750,2,1784011069810,688,1,0,1,0,flat,pass
1,1322,pre_open_orders_public_gate,1784011078967,62700.0,62701.0,750,1,1784011078630,337,0,0,1,0,flat,pass
1,1322,post_open_orders_pre_submit_gate,1784011078967,62698.0,62699.0,750,1,1784011078630,337,0,0,1,0,flat,pass
1,1428,pre_open_orders_public_gate,1784011121561,62700.0,62701.0,750,1,1784011121154,407,0,0,1,0,flat,pass
1,1428,post_open_orders_pre_submit_gate,1784011121561,62692.0,62693.0,750,1,1784011121154,407,0,0,1,0,flat,pass
1,1477,pre_open_orders_public_gate,1784011136057,62692.0,62693.0,750,1,1784011135713,344,0,0,1,0,flat,pass
1,1477,post_open_orders_pre_submit_gate,1784011136057,62680.0,62681.0,750,1,1784011135713,344,0,0,1,0,flat,pass
1,1548,pre_open_orders_public_gate,1784011151101,62680.0,62681.0,750,1,1784011150836,265,0,0,1,0,flat,pass
1,1548,post_open_orders_pre_submit_gate,1784011151101,62678.0,62679.0,750,1,1784011150836,265,0,0,1,0,flat,pass
1,1550,pre_open_orders_public_gate,1784011151644,62678.0,62679.0,750,1,1784011151357,287,1,0,0,0,down,pass
1,1550,post_open_orders_pre_submit_gate,1784011151644,62672.0,62673.0,750,1,1784011151357,287,1,0,0,0,down,pass
1,1560,pre_open_orders_public_gate,1784011154393,62672.0,62673.0,750,1,1784011154066,327,0,0,1,0,flat,pass
1,1560,post_open_orders_pre_submit_gate,1784011154393,62669.0,62670.0,750,1,1784011154066,327,0,0,1,0,flat,pass
1,1568,pre_open_orders_public_gate,1784011156412,62669.0,62670.0,750,2,1784011155674,738,0,0,2,0,flat,pass
1,1568,post_open_orders_pre_submit_gate,1784011156412,62666.0,62667.0,750,2,1784011155674,738,0,0,2,0,flat,pass
1,1607,pre_open_orders_public_gate,1784011166329,62663.0,62664.0,750,1,1784011165850,479,0,0,1,0,flat,pass
1,1607,post_open_orders_pre_submit_gate,1784011166329,62659.0,62660.0,750,1,1784011165850,479,0,0,1,0,flat,pass
1,1619,pre_open_orders_public_gate,1784011170365,62657.0,62660.0,750,1,1784011170063,302,1,0,0,0,down,pass
1,1619,post_open_orders_pre_submit_gate,1784011170365,62655.0,62656.0,750,1,1784011170063,302,1,0,0,0,down,pass
1,1707,pre_open_orders_public_gate,1784011200784,62645.0,62646.0,750,2,1784011200180,604,0,0,2,0,flat,pass
1,1707,post_open_orders_pre_submit_gate,1784011200784,62641.0,62642.0,750,2,1784011200180,604,0,0,2,0,flat,pass
