event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1784010604955,62670,62671,0,0,0,0,0,3.0
2,trades,1784010602052,62670,62671,8,0.00251,0,0.00251,0.63379,3.0
3,l2Book,1784010605483,62670,62671,0,0,0,0,0,3.0
4,l2Book,1784010606021,62670,62671,0,0,0,0,0,3.0
5,trades,1784010606224,62670,62671,1,0,0,0,0.001,3.0
6,l2Book,1784010606588,62670,62671,1,0,0,0,0.001,3.0
7,l2Book,1784010607107,62670,62671,1,0,0,0,0.001,3.0
8,trades,1784010607510,62670,62671,4,0,0,0,0.00178,3.0
9,l2Book,1784010607640,62672,62673,4,0,0,0,0.00178,3.0
10,trades,1784010608037,62672,62673,6,0,0,0,0.00267,3.0
11,l2Book,1784010608177,62673,62674,6,0.00019,0,0.00019,0.00248,3.0
12,l2Book,1784010608702,62673,62674,6,0.00019,0,0.00019,0.00248,3.0
13,trades,1784010609052,62673,62674,7,0.00019,0,0.00019,0.00712,3.0
14,l2Book,1784010609255,62673,62674,6,0.00019,0,0.00019,0.00612,3.0
15,trades,1784010609746,62673,62674,7,0.00483,0,0.00483,0.00612,3.0
16,l2Book,1784010609813,62673,62674,7,0.00483,0,0.00483,0.00612,3.0
17,l2Book,1784010610343,62673,62674,7,0.00483,0,0.00483,0.00612,3.0
18,l2Book,1784010610953,62673,62674,4,0.00483,0,0.00483,0.00534,3.0
19,l2Book,1784010611557,62673,62674,2,0.00464,0,0.00464,0.00464,3.0
20,l2Book,1784010612161,62673,62674,1,0.00464,0,0.00464,0,3.0
21,l2Book,1784010612774,62673,62674,0,0,0,0,0,3.0
22,l2Book,1784010613380,62673,62674,0,0,0,0,0,3.0
23,trades,1784010613444,62673,62674,1,0,0,0,0.00075,3.0
24,l2Book,1784010613913,62673,62674,1,0,0,0,0.00075,3.0
25,l2Book,1784010614452,62673,62674,1,0,0,0,0.00075,3.0
26,l2Book,1784010614988,62673,62674,1,0,0,0,0.00075,3.0
27,trades,1784010615054,62673,62674,2,0,0,0,0.00093,3.0
28,trades,1784010615325,62673,62674,3,0,0,0,0.00114,3.0
29,l2Book,1784010615522,62673,62674,3,0,0,0,0.00114,3.0
30,trades,1784010615798,62673,62674,4,0.00033,0,0.00033,0.00114,3.0
31,trades,1784010616001,62673,62674,5,0.01935,0,0.01935,0.00114,3.0
32,l2Book,1784010616067,62673,62674,5,0.01935,0,0.01935,0.00114,3.0
33,trades,1784010616267,62673,62674,7,0.01935,0,0.01935,0.02084,3.0
34,l2Book,1784010616602,62673,62674,6,0.01935,0,0.01935,0.02009,3.0
35,l2Book,1784010617138,62673,62674,6,0.01935,0,0.01935,0.02009,3.0
36,l2Book,1784010617659,62673,62674,6,0.01935,0,0.01935,0.02009,3.0
37,l2Book,1784010618209,62673,62674,5,0.01935,0,0.01935,0.01991,3.0
38,trades,1784010618343,62673,62674,5,0.01935,0,0.01935,0.02608,3.0
39,l2Book,1784010618745,62673,62674,5,0.01935,0,0.01935,0.02608,3.0
40,l2Book,1784010619276,62673,62674,1,0,0,0,0.00638,3.0
41,l2Book,1784010619816,62673,62674,1,0,0,0,0.00638,3.0
42,l2Book,1784010620354,62673,62674,1,0,0,0,0.00638,3.0
43,l2Book,1784010620877,62673,62674,1,0,0,0,0.00638,3.0
44,l2Book,1784010621427,62673,62674,0,0,0,0,0,3.0
45,l2Book,1784010621964,62673,62674,0,0,0,0,0,3.0
46,trades,1784010622165,62673,62674,1,0,0,0,0.00036,3.0
47,l2Book,1784010622501,62673,62674,1,0,0,0,0.00036,3.0
48,l2Book,1784010623037,62673,62674,1,0,0,0,0.00036,3.0
49,l2Book,1784010623575,62673,62674,1,0,0,0,0.00036,3.0
50,l2Book,1784010624118,62667,62673,1,0,0,0,0.00036,3.0
51,trades,1784010624118,62667,62673,7,0.07912,0,0.07912,0.00102,3.0
52,trades,1784010624318,62667,62673,8,0.07992,0,0.07992,0.00102,3.0
53,l2Book,1784010624641,62667,62668,8,0.07992,0,0.07992,0.00102,3.0
54,trades,1784010625110,62667,62668,9,0.08064,0,0.08064,0.00102,3.0
55,l2Book,1784010625182,62667,62668,8,0.08064,0,0.08064,0.00066,3.0
56,l2Book,1784010625725,62667,62668,8,0.08064,0,0.08064,0.00066,3.0
57,l2Book,1784010626263,62667,62668,8,0.08064,0,0.08064,0.00066,3.0
58,l2Book,1784010626798,62667,62668,8,0.08064,0,0.08064,0.00066,3.0
59,trades,1784010627006,62667,62668,9,0.08064,0,0.08064,0.00084,3.0
60,l2Book,1784010627344,62667,62668,2,0.00072,0,0.00072,0.00018,3.0
61,trades,1784010627545,62667,62668,3,0.06575,0,0.06575,0.00018,3.0
62,trades,1784010627745,62667,62668,4,0.06575,0,0.06575,0.00563,3.0
63,l2Book,1784010627879,62667,62668,4,0.06575,0,0.06575,0.00563,3.0
64,trades,1784010628013,62667,62668,5,0.06575,0,0.06575,0.00665,3.0
65,l2Book,1784010628416,62667,62668,4,0.06503,0,0.06503,0.00665,3.0
66,l2Book,1784010628952,62667,62668,4,0.06503,0,0.06503,0.00665,3.0
67,l2Book,1784010629500,62667,62668,4,0.06503,0,0.06503,0.00665,3.0
68,l2Book,1784010630041,62667,62668,3,0.06503,0,0.06503,0.00647,3.0
69,trades,1784010630041,62667,62668,4,0.06503,0,0.06503,0.00714,3.0
70,l2Book,1784010630588,62667,62668,3,0,0,0,0.00714,3.0
71,l2Book,1784010631110,62667,62668,1,0,0,0,0.00067,3.0
72,trades,1784010631182,62667,62668,2,0,0,0,0.00087,3.0
73,l2Book,1784010631657,62667,62668,2,0,0,0,0.00087,3.0
74,trades,1784010632060,62667,62668,4,0.00145,0,0.00145,0.00125,3.0
75,l2Book,1784010632165,62667,62668,4,0.00145,0,0.00145,0.00125,3.0
76,l2Book,1784010632718,62667,62668,4,0.00145,0,0.00145,0.00125,3.0
77,l2Book,1784010633268,62667,62668,3,0.00145,0,0.00145,0.00058,3.0
78,trades,1784010633268,62667,62668,4,0.0038,0,0.0038,0.00058,3.0
79,l2Book,1784010633804,62667,62668,4,0.0038,0,0.0038,0.00058,3.0
80,l2Book,1784010634331,62668,62669,3,0,0.0038,0.0038,0.00038,3.0
81,l2Book,1784010634935,62668,62669,3,0,0.0038,0.0038,0.00038,3.0
82,l2Book,1784010635474,62668,62669,1,0,0.00235,0.00235,0,3.0
83,trades,1784010635740,62668,62669,3,0,0.00235,0.00235,0.00201,3.0
84,l2Book,1784010636010,62668,62669,3,0,0.00235,0.00235,0.00201,3.0
85,trades,1784010636416,62668,62669,3,0,0,0,0.00245,3.0
86,l2Book,1784010636544,62668,62669,3,0,0,0,0.00245,3.0
87,l2Book,1784010637087,62668,62669,3,0,0,0,0.00245,3.0
88,l2Book,1784010637624,62668,62669,3,0,0,0,0.00245,3.0
89,trades,1784010638019,62668,62669,5,0.00019,0,0.00019,0.00314,3.0
90,l2Book,1784010638157,62669,62670,5,0,0.00019,0.00019,0.00314,3.0
91,trades,1784010638620,62669,62670,6,0.00017,0.00019,0.00036,0.00314,3.0
92,l2Book,1784010638695,62669,62670,6,0.00017,0.00019,0.00036,0.00314,3.0
93,l2Book,1784010639226,62669,62670,4,0.00017,0.00019,0.00036,0.00113,3.0
94,l2Book,1784010639791,62669,62670,3,0.00017,0.00019,0.00036,0.00069,3.0
95,trades,1784010639926,62669,62670,5,0.00017,0.00019,0.00036,0.00118,3.0
96,trades,1784010640263,62669,62670,6,0.00017,0.00019,0.00036,0.00151,3.0
97,l2Book,1784010640331,62672,62673,6,0,0.00036,0.00036,0.00151,3.0
98,l2Book,1784010640873,62672,62673,6,0,0.00036,0.00036,0.00151,3.0
99,l2Book,1784010641407,62672,62673,4,0,0.00017,0.00017,0.00082,3.0
100,l2Book,1784010641945,62672,62673,3,0,0,0,0.00082,3.0
101,l2Book,1784010642479,62672,62673,3,0,0,0,0.00082,3.0
102,l2Book,1784010643015,62672,62673,1,0,0,0,0.00033,3.0
103,l2Book,1784010643552,62672,62673,0,0,0,0,0,3.0
104,l2Book,1784010644090,62672,62673,0,0,0,0,0,3.0
105,l2Book,1784010644625,62672,62673,0,0,0,0,0,3.0
106,trades,1784010645029,62672,62673,1,0,0,0,0.00018,3.0
107,l2Book,1784010645164,62674,62675,1,0,0,0,0.00018,3.0
108,l2Book,1784010645697,62674,62675,1,0,0,0,0.00018,3.0
109,trades,1784010645842,62674,62675,2,0,0,0,0.00038,3.0
110,l2Book,1784010646241,62674,62675,2,0,0,0,0.00038,3.0
111,l2Book,1784010646777,62674,62675,2,0,0,0,0.00038,3.0
112,l2Book,1784010647312,62674,62675,2,0,0,0,0.00038,3.0
113,trades,1784010647715,62674,62675,3,0,0,0,0.00062,3.0
114,l2Book,1784010647852,62675,62676,3,0,0,0,0.00062,3.0
115,l2Book,1784010648386,62676,62677,2,0,0,0,0.00044,3.0
116,l2Book,1784010648922,62676,62677,1,0,0,0,0.00024,3.0
117,trades,1784010649189,62676,62677,2,0,0,0,0.48622,3.0
118,l2Book,1784010649461,62676,62677,2,0,0,0,0.48622,3.0
119,trades,1784010649461,62676,62677,3,0,0,0,0.87472,3.0
120,l2Book,1784010649997,62676,62677,3,0,0,0,0.87472,3.0
121,l2Book,1784010650534,62676,62677,3,0,0,0,0.87472,3.0
122,l2Book,1784010651069,62676,62677,2,0,0,0,0.87448,3.0
123,l2Book,1784010651614,62676,62677,2,0,0,0,0.87448,3.0
124,l2Book,1784010652152,62676,62677,2,0,0,0,0.87448,3.0
125,l2Book,1784010652686,62676,62677,0,0,0,0,0,3.0
126,trades,1784010653160,62676,62677,1,0,0,0,0.58615,3.0
127,l2Book,1784010653225,62676,62677,1,0,0,0,0.58615,3.0
128,l2Book,1784010653746,62676,62677,1,0,0,0,0.58615,3.0
129,trades,1784010653896,62676,62677,2,0,0,0,0.58634,3.0
130,trades,1784010654097,62676,62677,3,0,0,0,0.85775,3.0
131,l2Book,1784010654300,62676,62677,3,0,0,0,0.85775,3.0
132,l2Book,1784010654840,62676,62677,3,0,0,0,0.85775,3.0
133,trades,1784010655043,62676,62677,4,0.00073,0,0.00073,0.85775,3.0
