event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
1,l2Book,1784010604955,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
2,trades,1784010602052,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
3,l2Book,1784010605483,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
4,l2Book,1784010606021,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
5,trades,1784010606224,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
6,l2Book,1784010606588,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
7,l2Book,1784010607107,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
8,trades,1784010607510,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
9,l2Book,1784010607640,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
10,trades,1784010608037,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
11,l2Book,1784010608177,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
12,l2Book,1784010608702,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
13,trades,1784010609052,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
14,l2Book,1784010609255,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
15,trades,1784010609746,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
16,l2Book,1784010609813,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
17,l2Book,1784010610343,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
18,l2Book,1784010610953,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
19,l2Book,1784010611557,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
20,l2Book,1784010612161,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
21,l2Book,1784010612774,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
22,l2Book,1784010613380,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
23,trades,1784010613444,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
24,l2Book,1784010613913,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
25,l2Book,1784010614452,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
26,l2Book,1784010614988,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
27,trades,1784010615054,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
28,trades,1784010615325,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
29,l2Book,1784010615522,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
30,trades,1784010615798,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
31,trades,1784010616001,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
32,l2Book,1784010616067,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
33,trades,1784010616267,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
34,l2Book,1784010616602,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
35,l2Book,1784010617138,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
36,l2Book,1784010617659,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
37,l2Book,1784010618209,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
38,trades,1784010618343,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
39,l2Book,1784010618745,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
40,l2Book,1784010619276,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
