event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
1,l2Book,1784010604955,1784010605576730445,0.62275,buy,62670,62670,62671,1,0.005,14.92002,51,2984.004,0,0,0,0,14.92502,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,1,0,0,1,bbo_history_too_sparse,synthetic_current_event_only,,,,14.92002,,,51,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
2,trades,1784010602052,1784010605589603309,3.537784,buy,62670,62670,62671,1,0.005,14.92002,51,2984.004,8,0.00251,0,0.00251,14.92502,0.0001681739789963430534766452574,touched_quote_without_depletion,,0.00062,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,1,0,-2903,1,bbo_history_too_sparse,synthetic_current_event_only,,,,14.92002,,,51,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_after_candidate_visible_by_local_receive,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
3,l2Book,1784010605483,1784010605702298025,0.219465,buy,62670,62670,62671,1,0.005,19.57328,54,3914.656,0,0,0,0,19.57828,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,2,528,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,528,1784010604955,14.92002,19.57328,4.65326,51,54,3,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
4,l2Book,1784010606021,1784010606316386463,0.295535,buy,62670,62670,62671,1,0.005,15.10002,52,3020.004,0,0,0,0,15.10502,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,3,1066,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1066,1784010604955,19.57328,15.10002,-4.47326,54,52,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
5,trades,1784010606224,1784010606446880725,0.223022,buy,62670,62670,62671,1,0.005,15.10002,52,3020.004,1,0,0,0,15.10502,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,3,1066,203,3,same_touch_stable_enough,real_bbo_history_touch_stability,1269,1784010604955,19.57328,15.10002,-4.47326,54,52,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
6,l2Book,1784010606588,1784010606803524435,0.215662,buy,62670,62670,62671,1,0.005,17.97571,53,3595.142,1,0,0,0,17.98071,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,4,1633,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1633,1784010604955,19.57328,17.97571,-1.59757,54,53,-1,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
7,l2Book,1784010607107,1784010607328264576,0.221406,buy,62670,62670,62671,1,0.005,17.97603,54,3595.206,1,0,0,0,17.98103,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,5,2152,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2152,1784010604955,19.57328,17.97603,-1.59725,54,54,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
8,trades,1784010607510,1784010607715560871,0.205711,buy,62670,62670,62671,1,0.005,17.97603,54,3595.206,4,0,0,0,17.98103,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,5,2152,403,5,same_touch_stable_enough,real_bbo_history_touch_stability,2555,1784010604955,19.57328,17.97603,-1.59725,54,54,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
9,l2Book,1784010607640,1784010607861106380,0.221248,buy,62672,62672,62673,1,0.005,3.63934,15,727.868,4,0,0,0,3.64434,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,6,2685,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784010607640,,3.63934,,,15,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
10,trades,1784010608037,1784010608268721005,0.23185,buy,62672,62672,62673,1,0.005,3.63934,15,727.868,6,0,0,0,3.64434,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,6,2685,397,1,same_touch_stable_enough,real_bbo_history_touch_stability,397,1784010607640,,3.63934,,,15,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
